meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward
,Move,canvas.Screen,0_12_1_1_5_1_6,-999,skipped,,1192145.2999999523,,,1192134.5,,1192145.5999999046,2021-10-27T16:41:59.366Z,1192215.599,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,5,,1,4,3,"0,31,-19,-49,-30","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_5_1_7,-999,skipped,,1192191.0999999046,,,1192134.5,,1192191.4000000954,2021-10-27T16:41:59.412Z,1192215.599,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,5,,1,4,3,"0,31,-19,-49,-30","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_5_1_8,-999,skipped,,1192194.5999999046,,,1192134.5,,1192194.7000000477,2021-10-27T16:41:59.415Z,1192215.599,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,5,,1,4,3,"0,31,-19,-49,-30","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_5_1_9,-999,skipped,,1192197.7999999523,,,1192134.5,,1192197.7999999523,2021-10-27T16:41:59.418Z,1192215.599,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,5,,1,4,3,"0,31,-19,-49,-30","0,1,2,2","6,11,7,3",,
,Loop,flow.Loop,0_12_1_1_5_1,-999,completion,,1187940.5,1187931.223,1187947.859,1192134.5,4186.6410000000615,1192198.5999999046,2021-10-27T16:41:59.419Z,1192215.599,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,5,,1,4,3,"0,31,-19,-49,-30","0,1,2,2","6,11,7,3",,
,Feedback,canvas.Screen,0_12_1_1_5_2,,timeout,,1192204.9000000954,1192198.826,1192215.599,1196200.117,4001.033000000054,1196201.5,2021-10-27T16:42:03.422Z,1196216.632,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,5,,1,4,3,"0,31,-19,-49,-30","0,1,2,2","6,11,7,3",30,40
,Trial,flow.Sequence,0_12_1_1_5,,completion,,1186915.7000000477,1186931.275,1186947.572,1196200.117,9252.545000000158,1196202,2021-10-27T16:42:03.423Z,1196233.609,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,5,,1,4,3,"0,31,-19,-49,-30","0,1,2,2","6,11,7,3",,
,Goal,canvas.Screen,0_12_1_1_6_0,,timeout,,1196205.2999999523,1196216.632,1196233.609,1197216.982,999.8900000001304,1197218,2021-10-27T16:42:04.439Z,1197233.499,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,6,,1,3,7,"0,21,12,-19,-999","2,1,0","8,13,7",,
,Move,canvas.Screen,0_12_1_1_6_1_0,right,response,,1197240.5999999046,1197233.499,1197283.463,1198233.4000000954,949.9370000953786,1198234.5,2021-10-27T16:42:05.455Z,1198250.37,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,6,,1,3,7,"0,21,12,-19,-999","2,1,0","8,13,7",,
,Move,canvas.Screen,0_12_1_1_6_1_1,down,response,,1198237.7999999523,1198233.867,1198250.37,1199431.5,1181.1299999998882,1199432.2000000477,2021-10-27T16:42:06.653Z,1199467.313,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,6,,1,3,7,"0,21,12,-19,-999","2,1,0","8,13,7",,
,Move,canvas.Screen,0_12_1_1_6_1_2,left,response,,1199436,1199433.955,1199467.313,1200610.7999999523,1143.4869999522343,1200611.2999999523,2021-10-27T16:42:07.832Z,1200617.62,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,6,,1,3,7,"0,21,12,-19,-999","2,1,0","8,13,7",,
,Move,canvas.Screen,0_12_1_1_6_1_3,left,response,,1200614.4000000954,1200601.283,1200617.62,1203214.7000000477,2597.080000047572,1203218.2000000477,2021-10-27T16:42:10.439Z,1203251.622,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,6,,1,4,1,"0,21,12,-19,12","2,1,0,0","8,13,7,1",,
,Move,canvas.Screen,0_12_1_1_6_1_4,-999,skipped,,1203223.7000000477,,,1203214.7000000477,,1203223.7999999523,2021-10-27T16:42:10.445Z,1203251.622,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,6,,1,4,1,"0,21,12,-19,12","2,1,0,0","8,13,7,1",,
,Move,canvas.Screen,0_12_1_1_6_1_5,-999,abort by sequence,,,,,1203227.7999999523,,1203228,2021-10-27T16:42:10.449Z,,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,6,,1,4,1,"0,21,12,-19,12","2,1,0,0","8,13,7,1",,
,Loop,flow.Loop,0_12_1_1_6_1,-999,timeout,,1197237.5,1197216.982,1197233.499,1203218.262,6001.433999999892,1203228.2000000477,2021-10-27T16:42:10.449Z,1203234.933,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,6,,1,4,1,"0,21,12,-19,12","2,1,0,0","8,13,7,1",,
,Move,canvas.Screen,0_12_1_1_6_1_5,,skipped,,1203233.9000000954,,,1203214.7000000477,,1203233.9000000954,2021-10-27T16:42:10.455Z,1203251.622,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,6,,1,4,1,"0,21,12,-19,12","2,1,0,0","8,13,7,1",,
,Feedback,canvas.Screen,0_12_1_1_6_2,-999,timeout,,1203236,1203218.262,1203234.933,1207219.729,4001.0160000000615,1207221,2021-10-27T16:42:14.442Z,1207235.949,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,6,,1,4,1,"0,21,12,-19,12","2,1,0,0","8,13,7,1",18,64
,Trial,flow.Sequence,0_12_1_1_6,,completion,,1196202.7000000477,1196216.632,1196233.609,1207219.729,10986.120000000112,1207221.4000000954,2021-10-27T16:42:14.442Z,1207252.79,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,6,,1,4,1,"0,21,12,-19,12","2,1,0,0","8,13,7,1",,
,Goal,canvas.Screen,0_12_1_1_7_0,,timeout,,1207226.4000000954,1207235.949,1207252.79,1208236.437,1033.4020000000019,1208237.0999999046,2021-10-27T16:42:15.458Z,1208286.192,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_0,down,response,,1208287.2999999523,1208286.192,1208302.969,1208621.5,318.530999999959,1208622.2999999523,2021-10-27T16:42:15.843Z,1208636.291,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_1,right,response,,1208627.0999999046,1208619.941,1208636.291,1209304.9000000954,668.6090000953991,1209306.4000000954,2021-10-27T16:42:16.527Z,1209320.498,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_2,left,response,,1209313.2999999523,1209303.098,1209320.498,1210385.0999999046,1064.6019999047276,1210386.5999999046,2021-10-27T16:42:17.607Z,1210403.4,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_3,down,response,,1210395.2999999523,1210386.977,1210403.4,1211842.5,1439.1000000000931,1211843.0999999046,2021-10-27T16:42:19.064Z,1211853.774,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_4,right,response,,1211846.9000000954,1211837.222,1211853.774,1212440,586.2260000000242,1212440.5,2021-10-27T16:42:19.661Z,1212520.579,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_5,-999,skipped,,1212444.5999999046,,,1212440,,1212444.7000000477,2021-10-27T16:42:19.665Z,1212520.579,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_6,-999,skipped,,1212447.9000000954,,,1212440,,1212448,2021-10-27T16:42:19.669Z,1212520.579,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_7,-999,skipped,,1212460.4000000954,,,1212440,,1212460.5,2021-10-27T16:42:19.681Z,1212520.579,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_8,-999,skipped,,1212469.0999999046,,,1212440,,1212469.2999999523,2021-10-27T16:42:19.690Z,1212520.579,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_1_1_7_1_9,-999,skipped,,1212480.5,,,1212440,,1212480.5999999046,2021-10-27T16:42:19.701Z,1212520.579,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Loop,flow.Loop,0_12_1_1_7_1,-999,completion,,1208282.7999999523,1208236.437,1208286.192,1212440,4153.807999999961,1212481,2021-10-27T16:42:19.702Z,1212520.579,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Feedback,canvas.Screen,0_12_1_1_7_2,,timeout,,1212514.7999999523,1212503.975,1212520.579,1216504.933,4001.373000000138,1216505.7000000477,2021-10-27T16:42:23.726Z,1216521.952,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",4,92
,Trial,flow.Sequence,0_12_1_1_7,,completion,,1207222.4000000954,1207235.949,1207252.79,1216504.933,9252.142999999924,1216505.7999999523,2021-10-27T16:42:23.727Z,1216538.301,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,7,,1,4,3,"0,11,0,-31,-10","1,2,0,2","17,13,7,3",,
,Goal,canvas.Screen,0_12_1_1_8_0,,timeout,,1216507.7999999523,1216521.952,1216538.301,1217521.851,1016.8530000001192,1217522.2999999523,2021-10-27T16:42:24.743Z,1217555.154,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_0,left,response,,1217571.2000000477,1217555.154,1217571.821,1218576.7999999523,1004.97899995232,1218577.2000000477,2021-10-27T16:42:25.798Z,1218588.737,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_1,down,response,,1218579.9000000954,1218572.157,1218588.737,1218961.2000000477,372.4630000477191,1218962.9000000954,2021-10-27T16:42:26.184Z,1218988.913,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_2,right,response,,1218975.0999999046,1218972.171,,1218987.9000000954,,1218988.5,2021-10-27T16:42:26.209Z,1219072.272,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_3,right,response,,1218996.9000000954,1219005.508,1219072.272,1220221.5999999046,1149.327999904519,1220222.4000000954,2021-10-27T16:42:27.443Z,1220255.874,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_4,-999,skipped,,1220229.2000000477,,,1220221.5999999046,,1220229.4000000954,2021-10-27T16:42:27.450Z,1220255.874,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_5,-999,skipped,,1220233.0999999046,,,1220221.5999999046,,1220233.2999999523,2021-10-27T16:42:27.454Z,1220255.874,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_6,-999,skipped,,1220236,,,1220221.5999999046,,1220236,2021-10-27T16:42:27.457Z,1220255.874,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_7,-999,skipped,,1220238.5,,,1220221.5999999046,,1220238.5,2021-10-27T16:42:27.459Z,1220255.874,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_8,-999,skipped,,1220240.7000000477,,,1220221.5999999046,,1220240.9000000954,2021-10-27T16:42:27.462Z,1220255.874,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Move,canvas.Screen,0_12_1_1_8_1_9,-999,skipped,,1220243.2000000477,,,1220221.5999999046,,1220243.2000000477,2021-10-27T16:42:27.464Z,1220255.874,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Loop,flow.Loop,0_12_1_1_8_1,-999,completion,,1217536.2999999523,1217521.851,1217555.154,1220221.5999999046,2666.4459999045357,1220243.4000000954,2021-10-27T16:42:27.464Z,1220255.874,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Feedback,canvas.Screen,0_12_1_1_8_2,,timeout,,1220249.0999999046,1220239.099,1220255.874,1224240.325,4001.221999999834,1224241.0999999046,2021-10-27T16:42:31.462Z,1224257.096,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",19,62
,Trial,flow.Sequence,0_12_1_1_8,,completion,,1216506.0999999046,1216521.952,1216538.301,1224240.325,7702.023999999976,1224241.2000000477,2021-10-27T16:42:31.462Z,1224273.862,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,8,,1,4,3,"0,32,-16,-44,-24","0,1,2,2","6,11,7,3",,
,Goal,canvas.Screen,0_12_1_1_9_0,,timeout,,1224243.4000000954,1224257.096,1224273.862,1225257.445,999.8740000000689,1225258.2999999523,2021-10-27T16:42:32.479Z,1225273.736,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_0,left,response,,1225272.7999999523,1225273.736,1225290.4,1226304.5999999046,1014.1999999047257,1226305.4000000954,2021-10-27T16:42:33.526Z,1226324.068,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_1,right,response,,1226309.4000000954,1226307.282,1226324.068,1226677.0999999046,353.03199990466237,1226677.5,2021-10-27T16:42:33.898Z,1226724.088,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_2,down,response,,1226679.9000000954,1226674.437,1226724.088,1227552.2999999523,828.2119999523275,1227552.9000000954,2021-10-27T16:42:34.774Z,1227590.971,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_3,down,response,,1227555.7000000477,1227541.254,1227590.971,1228607,1016.0290000000969,1228608,2021-10-27T16:42:35.829Z,1228624.543,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_4,left,response,,1228611.2000000477,1228608.229,1228624.543,1229021.5,396.95699999993667,1229022,2021-10-27T16:42:36.243Z,1229091.371,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_5,-999,skipped,,1229026.2000000477,,,1229021.5,,1229026.2999999523,2021-10-27T16:42:36.247Z,1229091.371,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_6,-999,skipped,,1229030.4000000954,,,1229021.5,,1229030.5,2021-10-27T16:42:36.251Z,1229091.371,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_7,-999,skipped,,1229033,,,1229021.5,,1229033.0999999046,2021-10-27T16:42:36.254Z,1229091.371,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_8,-999,skipped,,1229036.0999999046,,,1229021.5,,1229036.2000000477,2021-10-27T16:42:36.257Z,1229091.371,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Move,canvas.Screen,0_12_1_1_9_1_9,-999,skipped,,1229079.2000000477,,,1229021.5,,1229079.2999999523,2021-10-27T16:42:36.300Z,1229091.371,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Loop,flow.Loop,0_12_1_1_9_1,-999,completion,,1225270.2000000477,1225257.445,1225273.736,1229021.5,3747.7639999999665,1229079.5999999046,2021-10-27T16:42:36.300Z,1229091.371,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Feedback,canvas.Screen,0_12_1_1_9_2,,timeout,,1229085.5999999046,1229074.798,1229091.371,1233075.69,4001.151000000071,1233077.4000000954,2021-10-27T16:42:40.298Z,1233092.522,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",73,0
,Trial,flow.Sequence,0_12_1_1_9,,completion,,1224241.5999999046,1224257.096,1224273.862,1233075.69,8801.82799999998,1233077.7999999523,2021-10-27T16:42:40.299Z,1233109.204,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,1,4,1,"0,29,68,39,69","0,2,1,0","6,2,7,1",,
,Goal,canvas.Screen,0_12_1_1_10_0,,timeout,,1233080,1233092.522,1233109.204,1234092.935,1000.0700000000652,1234093.7000000477,2021-10-27T16:42:41.314Z,1234109.274,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,10,,1,4,1,"0,30,-19,-49,-21","0,1,2,0","6,11,7,1",,
