meta,sender,sender_type,sender_id,response,ended_on,instrCount,time_run,time_render,time_show,time_end,duration,time_commit,timestamp,time_switch,openLabId,type,task,project,move,trialN,blockN_Train,blockN,moveCount,currPP,points,movesTrial,visitedFields,diff,reward
,Move,canvas.Screen,0_12_3_1_9_1_9,-999,skipped,,1568266.5999999046,,,1568231.2999999523,,1568266.5999999046,2021-10-27T16:48:15.488Z,1568275.384,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,9,,3,4,10,"0,-10,-1,-10,-60","0,1,0,1","6,11,5,10",,
,Loop,flow.Loop,0_12_3_1_9_1,-999,completion,,1566807.7000000477,1566791.72,1566808.368,1568231.2999999523,1422.9319999522995,1568266.9000000954,2021-10-27T16:48:15.488Z,1568275.384,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,3,4,10,"0,-10,-1,-10,-60","0,1,0,1","6,11,5,10",,
,Feedback,canvas.Screen,0_12_3_1_9_2,,timeout,,1568271.2000000477,1568258.709,1568275.384,1572259.933,4001.098999999929,1572262,2021-10-27T16:48:19.483Z,1572276.483,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,3,4,10,"0,-10,-1,-10,-60","0,1,0,1","6,11,5,10",80,0
,Trial,flow.Sequence,0_12_3_1_9,,completion,,1565775.7999999523,1565791.648,1565808.317,1572259.933,6451.615999999922,1572262.2000000477,2021-10-27T16:48:19.483Z,1572293.101,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,9,,3,4,10,"0,-10,-1,-10,-60","0,1,0,1","6,11,5,10",,
,Goal,canvas.Screen,0_12_3_1_10_0,,timeout,,1572264.4000000954,1572276.483,1572293.101,1573276.955,1033.5489999998827,1573277.5,2021-10-27T16:48:20.499Z,1573326.65,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_0,left,response,,1573338.5999999046,1573326.65,1573343.314,1573597,253.68599999998696,1573598.4000000954,2021-10-27T16:48:20.820Z,1573626.712,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_1,down,response,,1573609.5999999046,1573610.046,1573626.712,1573832.4000000954,205.6880000953097,1573834.2000000477,2021-10-27T16:48:21.055Z,1573926.793,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_2,down,response,,1573846.4000000954,1573843.444,1573926.793,1574035.2999999523,108.50699995225295,1574037.2999999523,2021-10-27T16:48:21.258Z,1574060.367,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_3,left,response,,1574052.2000000477,1574043.492,1574060.367,1574235.7000000477,175.33300004759803,1574237,2021-10-27T16:48:21.458Z,1574293.547,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_4,-999,skipped,,1574248.9000000954,,,1574235.7000000477,,1574249.2999999523,2021-10-27T16:48:21.471Z,1574293.547,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_5,-999,skipped,,1574258.5,,,1574235.7000000477,,1574258.9000000954,2021-10-27T16:48:21.480Z,1574293.547,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_6,-999,skipped,,1574266.2000000477,,,1574235.7000000477,,1574266.5,2021-10-27T16:48:21.488Z,1574293.547,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_7,-999,skipped,,1574271.7999999523,,,1574235.7000000477,,1574271.9000000954,2021-10-27T16:48:21.493Z,1574293.547,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_8,-999,skipped,,1574274.7999999523,,,1574235.7000000477,,1574275,2021-10-27T16:48:21.496Z,1574293.547,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_10_1_9,-999,skipped,,1574277.9000000954,,,1574235.7000000477,,1574278.0999999046,2021-10-27T16:48:21.499Z,1574293.547,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Loop,flow.Loop,0_12_3_1_10_1,-999,completion,,1573316.5,1573276.955,1573326.65,1574235.7000000477,909.0500000477768,1574278.2999999523,2021-10-27T16:48:21.500Z,1574293.547,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Feedback,canvas.Screen,0_12_3_1_10_2,,timeout,,1574283.2999999523,1574277.092,1574293.547,1578278.153,4034.342999999877,1578278.9000000954,2021-10-27T16:48:25.500Z,1578327.89,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",22,76
,Trial,flow.Sequence,0_12_3_1_10,,completion,,1572262.5,1572276.483,1572293.101,1578278.153,5985.051999999909,1578279,2021-10-27T16:48:25.500Z,1578344.693,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,10,,3,4,10,"0,-12,-1,50,0","0,1,1,0","6,11,16,10",,
,Goal,canvas.Screen,0_12_3_1_11_0,,timeout,,1578280.9000000954,1578327.89,1578344.693,1579328.478,1000.127000000095,1579329.2999999523,2021-10-27T16:48:26.551Z,1579344.82,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_0,left,response,,1579350.2999999523,1579344.82,1579361.664,1579636.7000000477,275.03600004757755,1579637.4000000954,2021-10-27T16:48:26.859Z,1579644.888,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_1,down,response,,1579640.7999999523,1579628.231,1579644.888,1580060.4000000954,415.51200009533204,1580062.0999999046,2021-10-27T16:48:27.283Z,1580128.326,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_2,down,response,,1580072.4000000954,1580061.971,1580128.326,1581353.4000000954,1225.074000095483,1581354.0999999046,2021-10-27T16:48:28.575Z,1581361.988,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_3,left,response,,1581358.7999999523,1581345.356,1581361.988,1582065.2999999523,703.3119999524206,1582066.0999999046,2021-10-27T16:48:29.287Z,1582162.167,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_4,-999,skipped,,1582069.2999999523,,,1582065.2999999523,,1582069.5,2021-10-27T16:48:29.291Z,1582162.167,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_5,-999,skipped,,1582072.7000000477,,,1582065.2999999523,,1582072.7999999523,2021-10-27T16:48:29.294Z,1582162.167,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_6,-999,skipped,,1582077.7999999523,,,1582065.2999999523,,1582078,2021-10-27T16:48:29.299Z,1582162.167,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_7,-999,skipped,,1582080.7999999523,,,1582065.2999999523,,1582080.7999999523,2021-10-27T16:48:29.302Z,1582162.167,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_8,-999,skipped,,1582082.7999999523,,,1582065.2999999523,,1582082.7999999523,2021-10-27T16:48:29.304Z,1582162.167,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_11_1_9,-999,skipped,,1582084.9000000954,,,1582065.2999999523,,1582085,2021-10-27T16:48:29.306Z,1582162.167,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Loop,flow.Loop,0_12_3_1_11_1,-999,completion,,1579344.0999999046,1579328.478,1579344.82,1582065.2999999523,2720.479999952251,1582085.2000000477,2021-10-27T16:48:29.307Z,1582162.167,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Feedback,canvas.Screen,0_12_3_1_11_2,,timeout,,1582089.2999999523,1582078.817,1582162.167,1586146.687,4001.03600000008,1586147.2999999523,2021-10-27T16:48:33.368Z,1586163.203,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",18,84
,Trial,flow.Sequence,0_12_3_1_11,,completion,,1578279.2999999523,1578327.89,1578344.693,1586146.687,7801.993999999948,1586147.5,2021-10-27T16:48:33.369Z,1586180.261,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,11,,3,4,10,"0,-9,2,53,0","0,1,1,0","6,11,16,10",,
,Goal,canvas.Screen,0_12_3_1_12_0,,timeout,,1586149.2000000477,1586163.203,1586180.261,1587163.441,999.8260000001173,1587164,2021-10-27T16:48:34.385Z,1587180.087,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,12,,3,0,12,"0,-999,-999,-999,-999",,,,
,Move,canvas.Screen,0_12_3_1_12_1_0,left,response,,1587175.7999999523,1587180.087,1587196.747,1589934.9000000954,2738.1530000953935,1589935.4000000954,2021-10-27T16:48:37.157Z,1589947.634,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_12_1_1,down,response,,1589937.5999999046,1589930.795,1589947.634,1590434.2000000477,486.5660000476055,1590434.7999999523,2021-10-27T16:48:37.656Z,1590447.58,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_12_1_2,down,response,,1590438.0999999046,1590431.087,1590447.58,1590739.9000000954,292.3200000952929,1590741.0999999046,2021-10-27T16:48:37.962Z,1590814.304,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_12_1_3,left,response,,1590750.5999999046,1590747.628,1590814.304,1590942.5999999046,128.29599990462884,1590943,2021-10-27T16:48:38.164Z,1590993.173,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_12_1_4,-999,skipped,,1590946.5,,,1590942.5999999046,,1590946.5999999046,2021-10-27T16:48:38.168Z,1590993.173,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_12_1_5,-999,skipped,,1590949.7000000477,,,1590942.5999999046,,1590949.9000000954,2021-10-27T16:48:38.171Z,1590993.173,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_12_1_6,-999,skipped,,1590952.2000000477,,,1590942.5999999046,,1590952.2999999523,2021-10-27T16:48:38.173Z,1590993.173,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_12_1_7,-999,skipped,,1590954.0999999046,,,1590942.5999999046,,1590954.2000000477,2021-10-27T16:48:38.175Z,1590993.173,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_12_1_8,-999,skipped,,1590956.2000000477,,,1590942.5999999046,,1590956.2999999523,2021-10-27T16:48:38.178Z,1590993.173,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_12_1_9,-999,skipped,,1590958.5999999046,,,1590942.5999999046,,1590958.7000000477,2021-10-27T16:48:38.180Z,1590993.173,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Loop,flow.Loop,0_12_3_1_12_1,-999,completion,,1587172.2000000477,1587163.441,1587180.087,1590942.5999999046,3762.512999904575,1590959,2021-10-27T16:48:38.180Z,1590993.173,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Feedback,canvas.Screen,0_12_3_1_12_2,,timeout,,1590963.5999999046,1590947.783,1590993.173,1594982.048,4005.5069999999832,1594982.5,2021-10-27T16:48:42.204Z,1594998.68,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",19,62
,Trial,flow.Sequence,0_12_3_1_12,,completion,,1586147.7000000477,1586163.203,1586180.261,1594982.048,8801.787000000011,1594982.7000000477,2021-10-27T16:48:42.204Z,1595015.551,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,12,,3,4,10,"0,-9,-1,49,-1","0,1,1,0","6,11,16,10",,
,Goal,canvas.Screen,0_12_3_1_13_0,,timeout,,1594984.2999999523,1594998.68,1595015.551,1595998.927,1000.0490000001155,1595999.4000000954,2021-10-27T16:48:43.221Z,1596015.6,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_0,down,response,,1596010.4000000954,1596015.6,1596065.614,1597457.2000000477,1391.586000047624,1597460,2021-10-27T16:48:44.681Z,1597482.688,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_1,right,response,,1597468.0999999046,1597465.901,,1597475.7999999523,,1597476.5999999046,2021-10-27T16:48:44.698Z,1597499.298,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_2,left,response,,1597483.2999999523,1597482.688,1597499.298,1597610.5,111.20200000004843,1597611,2021-10-27T16:48:44.832Z,1597666.008,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_3,down,response,,1597615,1597599.322,1597666.008,1597960.5999999046,294.59199990471825,1597961.2000000477,2021-10-27T16:48:45.182Z,1597966.11,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_4,right,response,,1597964.0999999046,1597949.5,1597966.11,1598446,479.88999999989755,1598447.7999999523,2021-10-27T16:48:45.669Z,1598549.573,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_5,-999,skipped,,1598456.2999999523,,,1598446,,1598456.5,2021-10-27T16:48:45.678Z,1598549.573,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_6,-999,skipped,,1598474,,,1598446,,1598474.5,2021-10-27T16:48:45.696Z,1598549.573,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_7,-999,skipped,,1598501,,,1598446,,1598501.2000000477,2021-10-27T16:48:45.722Z,1598549.573,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_8,-999,skipped,,1598509.4000000954,,,1598446,,1598509.5999999046,2021-10-27T16:48:45.731Z,1598549.573,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Move,canvas.Screen,0_12_3_1_13_1_9,-999,skipped,,1598515.2000000477,,,1598446,,1598515.2999999523,2021-10-27T16:48:45.737Z,1598549.573,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Loop,flow.Loop,0_12_3_1_13_1,-999,completion,,1596008.5999999046,1595998.927,1596015.6,1598446,2430.399999999907,1598515.5999999046,2021-10-27T16:48:45.737Z,1598549.573,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Feedback,canvas.Screen,0_12_3_1_13_2,,timeout,,1598524.2000000477,1598516.224,1598549.573,1602534.225,4001.05299999984,1602535.4000000954,2021-10-27T16:48:49.757Z,1602550.626,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",29,42
,Trial,flow.Sequence,0_12_3_1_13,,completion,,1594983,1594998.68,1595015.551,1602534.225,7518.6740000001155,1602535.7000000477,2021-10-27T16:48:49.757Z,1602567.265,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,13,,3,4,3,"0,40,30,0,-9","1,2,0,2","17,13,7,3",,
,Goal,canvas.Screen,0_12_3_1_14_0,,timeout,,1602537.9000000954,1602550.626,1602567.265,1603551.041,1000.222000000067,1603551.9000000954,2021-10-27T16:48:50.773Z,1603567.487,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_0,left,response,,1603581.0999999046,1603567.487,1603600.814,1603854.2000000477,253.38600004767068,1603854.9000000954,2021-10-27T16:48:51.076Z,1603917.557,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_1,down,response,,1603859,1603850.937,1603917.557,1604053.0999999046,135.54299990460277,1604054.9000000954,2021-10-27T16:48:51.276Z,1604084.544,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_2,down,response,,1604070.5999999046,1604067.626,1604084.544,1604323.5,238.9560000000056,1604326.7000000477,2021-10-27T16:48:51.548Z,1604401.009,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_3,left,response,,1604355.0999999046,1604351.136,1604401.009,1604467.7000000477,66.69100004760548,1604469.4000000954,2021-10-27T16:48:51.691Z,1604517.712,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_4,-999,skipped,,1604477.7999999523,,,1604467.7000000477,,1604478.0999999046,2021-10-27T16:48:51.699Z,1604517.712,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_5,-999,skipped,,1604488,,,1604467.7000000477,,1604488.4000000954,2021-10-27T16:48:51.710Z,1604517.712,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_6,-999,skipped,,1604493.7000000477,,,1604467.7000000477,,1604493.9000000954,2021-10-27T16:48:51.715Z,1604517.712,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_7,-999,skipped,,1604497.5,,,1604467.7000000477,,1604497.7000000477,2021-10-27T16:48:51.719Z,1604517.712,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_8,-999,skipped,,1604500.4000000954,,,1604467.7000000477,,1604500.5999999046,2021-10-27T16:48:51.722Z,1604517.712,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Move,canvas.Screen,0_12_3_1_14_1_9,-999,skipped,,1604504,,,1604467.7000000477,,1604504.0999999046,2021-10-27T16:48:51.725Z,1604517.712,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Loop,flow.Loop,0_12_3_1_14_1,-999,completion,,1603573.5999999046,1603551.041,1603567.487,1604467.7000000477,900.2130000477191,1604504.4000000954,2021-10-27T16:48:51.726Z,1604517.712,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Feedback,canvas.Screen,0_12_3_1_14_2,,timeout,,1604510.9000000954,1604501.13,1604517.712,1608502.543,4000.9909999999218,1608504.4000000954,2021-10-27T16:48:55.726Z,1608518.703,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",19,62
,Trial,flow.Sequence,0_12_3_1_14,,completion,,1602536.0999999046,1602550.626,1602567.265,1608502.543,5935.278000000166,1608504.5,2021-10-27T16:48:55.726Z,1608568.734,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,14,,3,4,10,"0,-9,1,51,2","0,1,1,0","6,11,16,10",,
,Goal,canvas.Screen,0_12_3_1_15_0,,timeout,,1608505.7999999523,1608518.703,1608568.734,1609552.386,1000.2820000001229,1609553.5999999046,2021-10-27T16:48:56.775Z,1609569.016,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_0,down,response,,1609582.7999999523,1609569.016,1609585.776,1609904.2000000477,318.42400004761294,1609905.5999999046,2021-10-27T16:48:57.127Z,1609919.165,1635351725,incremental,ni_sequenzen,NI_Sequenzen,1,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_1,left,response,,1609911.9000000954,1609902.442,1609919.165,1610515.2000000477,596.0350000476465,1610516.2999999523,2021-10-27T16:48:57.738Z,1610585.877,1635351725,incremental,ni_sequenzen,NI_Sequenzen,2,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_2,left,response,,1610522.2999999523,1610519.217,1610585.877,1611689.7999999523,1103.9229999522213,1611690.7000000477,2021-10-27T16:48:58.912Z,1611702.993,1635351725,incremental,ni_sequenzen,NI_Sequenzen,3,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_3,down,response,,1611693.9000000954,1611686.114,1611702.993,1613588,1885.0069999999832,1613588.9000000954,2021-10-27T16:49:00.810Z,1613703.304,1635351725,incremental,ni_sequenzen,NI_Sequenzen,4,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_4,-999,skipped,,1613597,,,1613588,,1613597.2000000477,2021-10-27T16:49:00.818Z,1613703.304,1635351725,incremental,ni_sequenzen,NI_Sequenzen,5,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_5,-999,skipped,,1613601.9000000954,,,1613588,,1613602.0999999046,2021-10-27T16:49:00.823Z,1613703.304,1635351725,incremental,ni_sequenzen,NI_Sequenzen,6,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_6,-999,skipped,,1613607.5999999046,,,1613588,,1613607.7999999523,2021-10-27T16:49:00.829Z,1613703.304,1635351725,incremental,ni_sequenzen,NI_Sequenzen,7,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_7,-999,skipped,,1613616.5999999046,,,1613588,,1613616.7999999523,2021-10-27T16:49:00.838Z,1613703.304,1635351725,incremental,ni_sequenzen,NI_Sequenzen,8,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_8,-999,skipped,,1613623,,,1613588,,1613623.0999999046,2021-10-27T16:49:00.844Z,1613703.304,1635351725,incremental,ni_sequenzen,NI_Sequenzen,9,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Move,canvas.Screen,0_12_3_1_15_1_9,-999,skipped,,1613629.2000000477,,,1613588,,1613629.2000000477,2021-10-27T16:49:00.851Z,1613703.304,1635351725,incremental,ni_sequenzen,NI_Sequenzen,10,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
,Loop,flow.Loop,0_12_3_1_15_1,-999,completion,,1609579.2999999523,1609552.386,1609569.016,1613588,4018.9839999999385,1613629.5,2021-10-27T16:49:00.851Z,1613703.304,1635351725,incremental,ni_sequenzen,NI_Sequenzen,,15,,3,4,10,"0,40,50,39,-10","1,0,0,1","17,11,5,10",,
